Supplier,internal_company_code,Risk Type,topline_risk_score,transparency_score,frdm_score,all_country_risk_score,all_industry_risk_score,purchase_risk,all_alerts_count,trade_partner_risk,Spend Amount,Spend Level,supplier_id,id,parent_id,created_at,created_at,Countries,Industries,Products,Product Regulations,Industry Regulations,Documents,Warnings
"PPG Coatings (Tianjin) Co., Ltd.",654554088,human_rights,1.0,0.128,0,0.65231,1.0,,0,0.737076923076923,,,634632,52,0,2023-07-13 09:50:59 UTC,2023-07-13 09:50:59 UTC,CHN,Textile and Fabric Finishing and Fabric Coating Mills,,,BLS Nonfatal| CSDDD| PFAS| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Direct| Water Quantity Supply Chain,,Forced Labor Risk (Subtier Trade History with Entity from Sheffield Hallam University Forced Labor Reports)| Forced Labor Risk (Subtier Trading History with Xinjiang Entities)
"Curtis Instruments (China) Co., Ltd.",654687045,human_rights,1.0,0.02,0,0.65231,,,0,0.43769230769230766,,,634633,52,0,2023-07-13 09:51:00 UTC,2023-07-13 09:51:00 UTC,CHN,,,,,,
Yeswin (Shanghai) Corporation,657263807,human_rights,1.0,0.32,50,0.65231,1.0,,0,0.4033333333333333,2522.0,,89233,52,0,2020-12-17 01:21:09 UTC,2022-01-27 23:41:54 UTC,CHN,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",,,CBAM| Data Breach Vulnerability| EUBR| PFAS,,
Prodamex SA de CV,6822,human_rights,1.0,0.16,12,0.47697,1.0,,3,0.2034177215189873,,,665191,52,0,2024-09-09 18:22:52 UTC,2024-09-09 18:22:52 UTC,MEX,Other Electronic Component Manufacturing,,,Australia MSA| Canada MSA| CBAM| CSRD| Dutch CLDD| EUBR| EUFLR| LKSG| UFLPA| UK MSA| WEEE,,
"Zhenjiang Fengmao Technology Co., Ltd.",697605214,human_rights,1.0,0.136,8,0.65231,0.9293,,0,0.615,,,634678,52,0,2023-07-13 09:51:09 UTC,2023-07-13 09:51:09 UTC,CHN,Rubber and Plastics Hoses and Belting Manufacturing,,,Deforestation| PFAS| Water Pollution Supply Chain| Water Quantity Supply Chain,,
ALFAGOMMA DE MEXICO S.A. DE C.V,7252,human_rights,1.0,0.016,0,0.47697,,,0,0.37999999999999995,,,665192,52,0,2024-09-09 18:22:53 UTC,2024-09-09 18:22:53 UTC,MEX,,,,,,
AUTOLIV MEXICO SA DE CV,812368579,human_rights,1.0,0.11600000000000002,0,0.47697,0.9,,0,0.6262962962962964,,,634898,52,0,2023-07-13 09:51:51 UTC,2023-07-13 09:51:51 UTC,MEX,Motor Vehicle Seating and Interior Trim Manufacturing,,,CBAM| EUBR| PFAS| Water Pollution Supply Chain| Water Quantity Supply Chain,,Forced Labor Risk (Subtier Trade History with Entity from Sheffield Hallam University Forced Labor Reports)| Forced Labor Risk (Subtier Trade History with WRO Entity)| Forced Labor Risk (Subtier Trading History with Xinjiang Entities)
MANUFACTURAS INDUSTRIALES CEJ SA DE CV,813114444,human_rights,1.0,0.028000000000000004,0,0.47697,,,0,0.585,,,634909,52,0,2023-07-13 09:51:53 UTC,2023-07-13 09:51:53 UTC,MEX,,,,,,
Hendrickson Spring Mexico,837769678,human_rights,1.0,0.11600000000000002,1,0.47697,0.9,,18,0.25489130434782636,,,634975,52,0,2023-07-13 09:52:05 UTC,2023-07-13 09:52:05 UTC,MEX,Heavy Duty Truck Manufacturing,,,CBAM| EUBR| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,Forced Labor Risk (Subtier Trade History with Entity from Sheffield Hallam University Forced Labor Reports)| Forced Labor Risk (Subtier Trading History with Xinjiang Entities)| Investment Regulations| Severe Armed Conflict| Trade Barriers
Dongyang Mechatronics,9531748,human_rights,1.0,0.22,29,0.65231,0.89767,,0,0.5966666666666667,1437753.0,,287973,52,0,2021-08-20 05:22:28 UTC,2022-01-27 23:41:54 UTC,CHN,Motor Vehicle Manufacturing,,,CBAM| Conflict Mineral| EUBR,,
Stant Manufactura de Mexico S.A. de C.V,968886700,human_rights,1.0,0.09200000000000001,0,0.47697,0.9,,3,0.728,,,635133,52,0,2023-07-13 09:52:36 UTC,2023-07-13 09:52:36 UTC,MEX,Other Motor Vehicle Parts Manufacturing,,,CBAM| Conflict Mineral| EUBR| PFAS| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,Export to State Owned Enterprise| Forced Labor Risk (Subtier Trade History with Entity from Sheffield Hallam University Forced Labor Reports)| Forced Labor Risk (Subtier Trading History with Xinjiang Entities)
SUZHOU JUTZE TECHNOLOGIES CO LTD,,human_rights,1.0,0.2,20,0.65231,1.0,,9,0.966,35036.0,,444298,52,0,2022-01-27 23:24:07 UTC,2022-01-27 23:41:54 UTC,CHN,Semiconductor and Other Electronic Component Manufacturing,,,Australia MSA| Canada MSA| CBAM| Conflict Mineral| CSRD| Dutch CLDD| EUBR| EUFLR| LKSG| UFLPA| UK MSA| WEEE,,BIS Critical Minerals| Export Restrictions| Forced Labor Risk (Subtier Trading History with Xinjiang Entities)| Import Restrictions| Investment Regulations| Labor Dispute Activity| Military Application Commodity| Severe Tariff Measures| Tariff Escalation| Tariff Quota| Trade Barriers| Trade Restrictions| UFLPA Critical Minerals| US Department of Labor Product Watchlist
WESCO(SUZHOU)TRADING CO,,human_rights,1.0,0.20800000000000002,30,0.65231,0.89033,,3,0.42214285714285715,35109.0,,444297,52,0,2022-01-27 23:24:07 UTC,2022-01-27 23:41:54 UTC,CHN,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,,,CBAM| Conflict Mineral| Data Breach Vulnerability| EUBR,,
"EXMILE SPECIAL TYRE CO., LTD",,human_rights,1.0,0.20800000000000002,52,0.65231,0.94367,,0,0.21,440319.0,,444267,52,0,2022-01-27 23:24:07 UTC,2022-01-27 23:41:54 UTC,CHN,Rubber Product Manufacturing,,,PFAS| Water Pollution Supply Chain| Water Quantity Supply Chain,,
SENSATA TECHNOLOGIES CHANGZHOU CO LTD,,human_rights,1.0,0.21600000000000003,16,0.65231,0.89033,,3,0.8683333333333334,513280.0,,444261,52,0,2022-01-27 23:24:07 UTC,2022-01-27 23:41:54 UTC,CHN,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,,,CBAM| Conflict Mineral| Data Breach Vulnerability| EUBR,,Export Restrictions| Forced Labor Risk (Subtier Trade History with WRO Entity)| Forced Labor Risk (Subtier Trading History with Xinjiang Entities)| Import Restrictions| Investment Regulations| Severe Tariff Measures| Tariff Escalation| Tariff Quota| Trade Barriers| Trade Restrictions| US Department of Labor Product Watchlist
QINGDAO BLACKSTONE TIRE ASSEMBLY,,human_rights,1.0,0.2,21,0.65231,0.938,,0,0.9611111111111111,12092616.0,,444223,52,0,2022-01-27 23:24:07 UTC,2022-01-27 23:41:54 UTC,CHN,Tire Manufacturing,,,Deforestation| PFAS| Water Pollution Supply Chain| Water Quantity Supply Chain,,Forced Labor Risk (Subtier Trading History with Xinjiang Entities)
Byk Gardner Usa,,human_rights,1.0,0.032,0,,,,0,0.4669620253164557,,,10064,52,0,2020-02-29 12:04:53 UTC,2023-11-17 20:08:39 UTC,,,,,,,Forced Labor Risk (Subtier Trade History with Entity from Sheffield Hallam University Forced Labor Reports)| Forced Labor Risk (Subtier Trade History with WRO Entity)| Forced Labor Risk (Subtier Trading History with Xinjiang Entities)| Forced Labor Risk (Subtier Trading History with Xinjiang Import Controls Designated Entity)
Cattron North America Inc,,human_rights,1.0,0.04800000000000001,0,,,,0,0.3905555555555555,,,10363,52,0,2020-02-29 12:13:31 UTC,2023-11-17 20:16:50 UTC,,,,,,,BIS Critical Minerals| Export Restrictions| Import Restrictions| Military Application Commodity| Severe Armed Conflict| Severe Tariff Measures| Tariff Escalation| Tariff Quota| Tariff Volatility| Terrorism Impact| Trade Barriers| UFLPA Critical Minerals| US Department of Labor Product Watchlist
Dspace,,human_rights,1.0,0.068,0,,,,0,0.6292307692307693,,,12086,52,0,2020-02-29 13:03:59 UTC,2023-11-17 19:55:26 UTC,,,,,,,Forced Labor Risk (Subtier Trade History with Entity from Sheffield Hallam University Forced Labor Reports)| Forced Labor Risk (Subtier Trading History with Xinjiang Entities)| Forced Labor Risk (Subtier Trading History with Xinjiang Import Controls Designated Entity)
Sirius Computer Solutions,,human_rights,1.0,0.044000000000000004,0,,,,0,0.42,,,20213,52,0,2020-02-29 17:03:40 UTC,2023-11-17 20:12:57 UTC,,,,,,,
Spx Flow,,human_rights,1.0,0.004,0,,,,0,0.37681818181818166,,,20614,52,0,2020-02-29 17:15:22 UTC,2023-11-17 19:55:33 UTC,,,,,,,BIS Critical Minerals| Export Restrictions| Import Restrictions| Severe Tariff Measures| Subsidy Distortion| Tariff Escalation| Tariff Quota| Trade Barriers| UFLPA Critical Minerals| US Department of Labor Product Watchlist
Alro Steel Corporation,,human_rights,1.0,0.044000000000000004,0,,,,0,0.1803225806451613,,,44874,52,0,2020-08-15 06:37:23 UTC,2023-12-12 21:37:59 UTC,,,,,,,
Bonfiglioli Usa Inc.,,human_rights,1.0,0.032,0,,,,0,0.42600000000000043,,,49314,52,0,2020-08-15 11:42:48 UTC,2023-11-17 20:03:27 UTC,,,,,,,Forced Labor Risk (Subtier Trade History with Entity from Sheffield Hallam University Forced Labor Reports)| Forced Labor Risk (Subtier Trading History with Xinjiang Entities)
Chapel Steel Corp.,,human_rights,1.0,0.044000000000000004,0,,,,0,0.378,,,52790,52,0,2020-08-15 15:50:00 UTC,2023-11-17 19:59:44 UTC,,,,,,,
Gates Corporation,,human_rights,1.0,0.07200000000000001,0,,,,0,0.2744965277777771,,,91349,52,0,2021-02-19 03:19:41 UTC,2023-11-17 20:06:09 UTC,,,,,,,BIS Critical Minerals| EPA List of Lists| Export Restrictions| Forced Labor Risk (Subtier Trade History with Entity from Sheffield Hallam University Forced Labor Reports)| Forced Labor Risk (Subtier Trading History with Xinjiang Entities)| Forced Labor Risk (Subtier Trading History with Xinjiang Import Controls Designated Entity)| Import Restrictions| Investment Regulations| Military Application Commodity| Severe Tariff Measures| Subsidy Distortion| Tariff Escalation| Tariff Quota| Tariff Volatility| Trade Barriers| Trade Restrictions| UFLPA Critical Minerals| US Department of Labor Product Watchlist
CUMMINS FILTRATION INC.,,human_rights,1.0,0.012000000000000002,0,,,,0,0.45093750000000027,,,95529,52,0,2021-03-28 09:25:04 UTC,2023-11-17 20:19:32 UTC,,,,,,,Forced Labor Risk (Subtier Trading History with Xinjiang Entities)
"OFFICE DEPOT, INC.",,human_rights,1.0,0.032,0,,,,0,0.5431538461538461,,,101397,52,0,2021-03-28 21:03:22 UTC,2023-11-17 20:07:44 UTC,,,,,,,
FLEETMIND SEON SOLUTIONS INC.,,human_rights,1.0,0.04800000000000001,0,,,,0,0.48142857142857143,,,115410,52,0,2021-03-30 17:53:57 UTC,2023-11-17 20:16:29 UTC,,,,,,,
DELTA-Q TECHNOLOGIES CORP.,,human_rights,1.0,0.032,0,,,,0,0.5170370370370372,,,115550,52,0,2021-03-30 18:36:29 UTC,2023-11-17 20:13:04 UTC,,,,,,,Forced Labor Risk (Subtier Trading History with Xinjiang Entities)
"CLARIOS, LLC",,human_rights,1.0,0.024000000000000004,0,,,,0,0.31028301886792453,,,115715,52,0,2021-03-30 19:02:47 UTC,2023-11-17 20:03:04 UTC,,,,,,,
MGA RESEARCH CORPORATION,,human_rights,1.0,0.004,0,,,,0,0.36125,,,115870,52,0,2021-03-30 19:14:49 UTC,2023-11-17 20:09:35 UTC,,,,,,,
WIRECO WORLDGROUP INC.,,human_rights,1.0,0.008,0,,,,0,0.3263157894736842,,,130315,52,0,2021-04-20 22:07:21 UTC,2023-11-17 20:19:43 UTC,,,,,,,
WEBASTO THERMO & COMFORT NORTH AMERICA,,human_rights,1.0,0.04800000000000001,0,,,,0,0.32666666666666666,,,130468,52,0,2021-04-20 22:10:05 UTC,2023-11-17 20:14:14 UTC,,,,,,,Forced Labor Risk (Subtier Trading History with Xinjiang Entities)
KILIAN MANUFACTURING CORPORATION,,human_rights,1.0,0.044000000000000004,0,,,,0,0.5618918918918918,,,136337,52,0,2021-04-20 23:49:49 UTC,2023-11-17 20:15:14 UTC,,,,,,,Owned by State Owned Enterprise
HINOWA S.P.A.,,human_rights,1.0,0.004,0,,,,0,0.8275,,,146538,52,0,2021-04-21 19:41:05 UTC,2023-11-17 20:21:17 UTC,,,,,,,
"AHERN RENTALS, INC.",,human_rights,1.0,0.012000000000000002,0,,,,0,0.52,,,146553,52,0,2021-04-21 19:41:05 UTC,2023-12-12 21:42:13 UTC,,,,,,,
CATERPILLAR INC,,human_rights,1.0,0.012000000000000002,0,,,,0,0.3004454148471621,,,146555,52,0,2021-04-21 19:41:05 UTC,2023-11-17 20:06:35 UTC,,,,,,,BIS Critical Minerals| EPA List of Lists| Export Restrictions| Export to State Owned Enterprise| Forced Labor Risk (Subtier Trade History with Entity from Sheffield Hallam University Forced Labor Reports)| Forced Labor Risk (Subtier Trading History with Xinjiang Entities)| Import Restrictions| Investment Regulations| Labor Dispute Activity| Military Application Commodity| Owner of Entity Subject to Regulatory Action| Severe Armed Conflict| Severe Tariff Measures| Subsidy Distortion| Tariff Escalation| Tariff Quota| Tariff Volatility| Terrorism Impact| Trade Barriers| UFLPA Critical Minerals| US Department of Labor Product Watchlist
FASTENAL CO,,human_rights,1.0,0.0,0,,,,0,0.41446183953033255,,,146586,52,0,2021-04-21 19:41:05 UTC,2023-11-17 20:10:46 UTC,,,,,,,Export to State Owned Enterprise| Forced Labor Risk (Subtier Trade History with Entity from Sheffield Hallam University Forced Labor Reports)| Forced Labor Risk (Subtier Trading History with Xinjiang Entities)| Forced Labor Risk (Subtier Trading History with Xinjiang Import Controls Designated Entity)
"GRAPHIC PRODUCTS, INCORPORATED",,human_rights,1.0,0.024000000000000004,0,,,,0,0.414,,,147139,52,0,2021-04-23 04:42:47 UTC,2023-11-17 20:13:32 UTC,,,,,,,
"REGAL BELOIT AMERICA, INC.",,human_rights,1.0,0.024000000000000004,0,,,,0,0.3032903225806442,,,148018,52,0,2021-04-23 19:13:55 UTC,2023-11-17 20:02:01 UTC,,,,,,,Forced Labor Risk (Direct Trading History with Xinjiang Entities)
"SENSATA TECHNOLOGIES, INC.",,human_rights,1.0,0.028000000000000004,0,,,,0,0.41917475728155323,,,149446,52,0,2021-04-24 11:07:28 UTC,2023-11-17 20:19:57 UTC,,,,,,,
OSHKOSH CORPORATION,,human_rights,1.0,0.096,11,,,,0,0.2809467455621303,,,150639,52,0,2021-04-27 15:19:14 UTC,2023-12-12 22:07:28 UTC,,,,,,Code of Conduct| Modern Slavery Statement,Iran Ministry of Foreign Affairs
CAPLUGS,,human_rights,1.0,0.032,0,,,,0,0.37852941176470584,,,252640,52,0,2021-06-16 22:32:04 UTC,2023-11-17 20:15:12 UTC,,,,,,,
LECO CORP,,human_rights,1.0,0.04,0,,,,0,0.29875,,,253743,52,0,2021-06-17 01:39:31 UTC,2023-11-17 20:05:43 UTC,,,,,,,
PROFESSIONAL PLASTICS INC,,human_rights,1.0,0.016,0,,,,0,0.35214285714285704,,,256607,52,0,2021-07-21 03:30:26 UTC,2023-11-17 20:06:23 UTC,,,,,,,Export Restrictions| Import Restrictions| Severe Tariff Measures| Tariff Escalation| Tariff Quota| Tariff Volatility| Trade Barriers| US Department of Labor Product Watchlist
AIRGAS USA LLC,,human_rights,1.0,0.04800000000000001,0,,,,0,0.3866666666666669,,,257274,52,0,2021-07-21 04:03:47 UTC,2023-11-17 20:16:55 UTC,,,,,,,EPA List of Lists| Export Restrictions| Import Restrictions| Investment Regulations| Severe Tariff Measures| Subsidy Distortion| Tariff Escalation| Tariff Quota| Tariff Volatility| Trade Barriers
Rafael Advanced Defense Systems,,human_rights,1.0,0.11600000000000002,9,0.37614,1.0,,0,0.6508333333333334,,,265182,52,0,2021-08-19 19:26:39 UTC,2023-01-04 19:37:01 UTC,ISR,Communications Equipment Manufacturing,,,Australia MSA| CBAM| Conflict Mineral| EUBR| UFLPA| UK MSA| WEEE,,Forced Labor Risk (Subtier Trade History with Entity from Sheffield Hallam University Forced Labor Reports)| Forced Labor Risk (Subtier Trade History with WRO Entity)| Forced Labor Risk (Subtier Trading History with Xinjiang Entities)| Forced Labor Risk (Subtier Trading History with Xinjiang Import Controls Designated Entity)| Possibly the Same as State-Owned Enterprise| State-Owned Enterprise
Sh Pac,,human_rights,1.0,0.04800000000000001,0,,,,0,0.3192307692307692,,,267614,52,0,2021-08-19 20:31:29 UTC,2023-11-17 19:59:30 UTC,,,,,,,
Sun,,human_rights,1.0,0.16400000000000003,32,0.65231,0.938,,0,0.21023,,,270198,52,0,2021-08-19 21:34:58 UTC,2023-01-05 16:46:53 UTC,CHN,Tire Manufacturing,,,Deforestation| PFAS| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Elkamet,,human_rights,1.0,0.008,0,,,,0,0.27960000000000007,,,288823,52,0,2021-08-20 05:48:33 UTC,2023-11-17 19:57:30 UTC,,,,,,,
LINDE GAS & EQUIPMENT,,human_rights,1.0,0.012000000000000002,0,,,,0,0.22342857142857145,,,519858,52,0,2022-04-14 14:52:06 UTC,2023-11-17 20:16:12 UTC,,,,,,,
"AVNET, INC.",,human_rights,1.0,0.008,0,,,,0,0.4594776119402985,,,527871,52,0,2022-12-14 20:00:41 UTC,2023-11-17 20:04:06 UTC,,,,,,,
Serviacero Tubulares,,human_rights,1.0,0.132,32,0.47697,0.94533,,0,0.231,,,537852,52,0,2023-01-05 17:29:11 UTC,2023-01-05 17:29:11 UTC,MEX,Fabricated Pipe and Pipe Fitting Manufacturing| Iron and Steel Pipe and Tube Manufacturing from Purchased Steel| Metal and Mineral (except Petroleum) Merchant Wholesalers,,,CBAM| CSDDD| Data Breach Vulnerability| Energy Star| EUBR| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Direct,,
Industrias Plasmacut,,human_rights,1.0,0.09200000000000001,30,0.47697,0.94533,,0,0.5357142857142857,,,537884,52,0,2023-01-05 22:24:03 UTC,2023-01-05 22:24:03 UTC,MEX,Fabricated Pipe and Pipe Fitting Manufacturing| Fabricated Structural Metal Manufacturing| Other Fabricated Metal Product Manufacturing,,,CSDDD| Deforestation| Water Pollution Direct| Water Pollution Supply Chain,,
Mc Advanced Materials Mexico Sa De Cv,,human_rights,1.0,0.10800000000000001,32,0.47697,0.92093,,0,0.17,,,537968,52,0,2023-01-06 20:38:45 UTC,2023-01-06 20:38:45 UTC,MEX,Plastics Material and Resin Manufacturing| Plastics Materials and Basic Forms and Shapes Merchant Wholesalers| Plastics Packaging Film and Sheet (Including Laminated) Manufacturing,,,Data Breach Vulnerability| Energy Star| PFAS| PPWR| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Direct| Water Quantity Supply Chain,,
"Zhongce Rubber Group Co., Ltd.",,human_rights,1.0,0.15600000000000003,31,0.65231,0.94367,,0,0.44777777777777783,,,537992,52,0,2023-01-06 21:13:15 UTC,2023-01-06 21:13:15 UTC,CHN,Rubber Product Manufacturing,,,PFAS| Water Pollution Supply Chain| Water Quantity Supply Chain,,
LUNDELL MANUFACTURING CORP,,human_rights,1.0,0.012000000000000002,0,,,,0,0.155,,,624439,52,0,2023-03-28 15:07:48 UTC,2023-11-17 19:51:19 UTC,,,,,,,Export Restrictions| Investment Regulations| Subsidy Distortion| Tariff Escalation
"Shenzhen Ace Battery Co., Ltd.",,human_rights,1.0,0.188,7,0.65231,1.0,,0,0.75,,,632110,52,0,2023-06-13 20:17:25 UTC,2023-06-13 20:17:25 UTC,CHN,Other Electrical Equipment and Component Manufacturing,,,CBAM| Conflict Mineral| EUBR| UFLPA| UK MSA| Water Pollution Supply Chain| Water Quantity Supply Chain| WEEE,,
PPG POWDER COATINGS (SHANGHAI) C0. LTD,,human_rights,1.0,0.04,0,0.65231,,,0,0.9199999999999999,,,633443,52,0,2023-07-13 09:47:06 UTC,2023-07-13 09:47:06 UTC,CHN,,,,,,
"Advanced Coatings, Inc.",,human_rights,1.0,0.04,0,,,,0,0.44749999999999995,,,633606,52,0,2023-07-13 09:47:38 UTC,2023-12-12 21:36:51 UTC,,,,,,,
"ROBERT BOSCH MEXICO SISTEMAS AUTOMOTRICES, S.A. DE C.V. - JUAREZ",,human_rights,1.0,0.04,0,,,,0,0.36393442622950833,,,634172,52,0,2023-07-13 09:49:31 UTC,2023-07-13 09:49:31 UTC,,,,,,,Forced Labor Risk (Subtier Trade History with Entity from Sheffield Hallam University Forced Labor Reports)| Forced Labor Risk (Subtier Trading History with Xinjiang Entities)| Forced Labor Risk (Subtier Trading History with Xinjiang Import Controls Designated Entity)
BAOCHI YUNZE,,human_rights,1.0,0.02,0,0.65231,,,0,1.0,,,634365,52,0,2023-07-13 09:50:07 UTC,2023-07-13 09:50:07 UTC,CHN,,,,,,
Bergstrom Chevrolet Cadillac of Oshkosh Inc,,human_rights,1.0,0.004,0,,,,0,,,,634483,52,0,2023-07-13 09:50:29 UTC,2023-12-12 21:39:22 UTC,,,,,,,
Icc Electronics (Dongguan) Ltd.,,human_rights,1.0,0.128,8,0.65231,1.0,,3,0.75,,,643302,52,0,2023-09-06 17:33:03 UTC,2023-09-06 17:33:03 UTC,CHN,Battery Manufacturing| Storage Battery Manufacturing,,,CBAM| Conflict Mineral| EUBR| UFLPA| UK MSA| Water Pollution Supply Chain| Water Quantity Supply Chain| WEEE,,
"Byd Lithium Battery Co., Ltd.",,human_rights,1.0,0.14,0,0.65231,1.0,,100,,,,656000,52,0,2024-02-27 14:02:29 UTC,2024-02-27 14:02:29 UTC,CHN,Battery Manufacturing| Primary Battery Manufacturing,,,CBAM| Conflict Mineral| EUBR| UFLPA| UK MSA| Water Pollution Supply Chain| Water Quantity Supply Chain| WEEE,,
Anhui Leoch Power Supply Corp,,human_rights,1.0,0.15200000000000002,4,0.65231,1.0,,0,1.0,,,656024,52,0,2024-03-07 19:28:28 UTC,2024-03-07 19:28:28 UTC,CHN,Electrical Equipment Manufacturing,,,CBAM| Conflict Mineral| EUBR| UFLPA| UK MSA| Water Pollution Supply Chain| Water Quantity Supply Chain| WEEE,,BIS Critical Minerals| EPA List of Lists| Export Restrictions| Import Restrictions| Severe Tariff Measures| Tariff Escalation| Tariff Quota| Trade Barriers| UFLPA Critical Minerals| US Department of Labor Product Watchlist
